ME20600830,EXTC,,MEG,2,GOPENS,,318537210
ME20602363,INFT,,MEG,2,GOPENS,,318524610
ME20603414,INFT,,MEG,2,GOPENS,,318524610
ME20602446,INST,,MEG,2,GOPENS,,318546410
ME20620503,INFT,,MEG,2,GOPENS,,318524610S
